id,cgid,Chromosome,Start,Strand,mean.Primary solid Tumor,mean.Recurrent Solid Tumor,mean.diff,mean.quot.log2,diffmeth.p.val,max.Primary solid Tumor,min.Primary solid Tumor,sd.Primary solid Tumor,max.Recurrent Solid Tumor,min.Recurrent Solid Tumor,sd.Recurrent Solid Tumor,min.diff,diffmeth.p.adj.fdr,combinedRank,num.na.Primary solid Tumor,num.na.Recurrent Solid Tumor,mean.covg.Primary solid Tumor,mean.covg.Recurrent Solid Tumor,min.covg.Primary solid Tumor,min.covg.Recurrent Solid Tumor,max.covg.Primary solid Tumor,max.covg.Recurrent Solid Tumor,nsamples.covg.thres5.Primary solid Tumor,nsamples.covg.thres5.Recurrent Solid Tumor
114683,cg08267141,chr4,110354820,-,0.0313385061601046,0.0452690349952417,-0.0139305288351371,-0.418985167749999,5.94093621226438e-8,0.0553505053210023,0.0203856764078108,0.00761145597477952,0.0553713375417955,0.0364617647629797,0.00624173600965498,0,6.01523787637203e-5,241402,0,0,11.8738738738739,12.0769230769231,5,6,19,16,111,13
114704,cg01442334,chr4,110481823,-,0.043612506390702,0.059842459844626,-0.016229953453924,-0.381534788608292,3.03086284952086e-5,0.0803534123462033,0.0266248580278997,0.0103973327395724,0.119754116167946,0.0389518755295505,0.0204390103805362,0,0.00525603296413568,223210,0,0,13.5135135135135,13.6153846153846,6,10,20,27,111,13
114947,cg12952179,chr4,111866981,-,0.56853329308623,0.634615954773374,-0.0660826616871442,-0.156039911655588,3.87104301594464e-7,0.6789538787616,0.433489108585847,0.0416256701742472,0.680324922450924,0.568426581583112,0.0296041030458891,0,2.36371846644494e-4,110019,0,0,10.5855855855856,10.8461538461538,4,7,19,16,110,13
115200,cg17237111,chr4,114682438,-,0.109564987297447,0.160094302322791,-0.0505293150253441,-0.508539834502481,1.25917978220026e-7,0.198603865689242,0.0593566613693545,0.0274768294150784,0.214489988450434,0.0947608095104695,0.031264730824377,0,1.02269404260149e-4,78431,0,0,12.8108108108108,13,5,6,25,19,111,13
115578,cg16812288,chr4,121471288,-,0.886156481466651,0.925941489559027,-0.0397850080923758,-0.0626676734273459,3.8360117484313e-5,0.938234297882755,0.71847621885473,0.0398005632781634,0.94763011126374,0.899815783928284,0.0130614528237697,0,0.00617314640226511,223392,0,0,11.1801801801802,12.7692307692308,1,7,19,18,109,13
115610,cg24531494,chr4,121993049,-,0.0549499647447922,0.106694454888698,-0.0517444901439056,-0.845335360708936,9.32979751755926e-5,0.238973230937328,0.0243432317262116,0.0285307322252531,0.537704818733891,0.0579798473114705,0.130000205183104,0,0.0111252476984008,75704,0,0,11.4324324324324,10.8461538461538,3,4,20,16,109,12
115849,cg12632152,chr4,123748753,-,0.101471579393574,0.134183761050159,-0.0327121816565855,-0.371232757733792,7.70914703277864e-5,0.191643652979263,0.0515373297346066,0.0266562048896076,0.163765813322865,0.109188566671138,0.0202755465684998,0,0.00984803733739211,132937,0,0,12.0990990990991,13.8461538461538,4,12,22,16,108,13
115867,cg01634057,chr4,123843788,+,0.0555741017007879,0.070825938982591,-0.0152518372818031,-0.301692223575463,4.4679017111128e-5,0.106429709330598,0.0336811368699124,0.0120666546189499,0.0876359956271474,0.0556963791495727,0.00921226904635994,0,0.00684308853231704,230715,0,0,16.3063063063063,17.0769230769231,4,8,33,26,110,13
115922,cg01434783,chr4,124319883,-,0.0412493357749017,0.0559031962051122,-0.0146538604302105,-0.362815128989879,2.11827377667169e-6,0.0734050792876452,0.0251322970414448,0.00876479038391278,0.0915894815886196,0.0401042491073333,0.0128374167359042,0,8.32520309418493e-4,235456,0,0,11.8558558558559,12.3846153846154,6,7,23,20,111,13
116192,cg19977408,chr4,129209103,-,0.0608364664524176,0.101839368793823,-0.0410029023414059,-0.65886397068084,5.60807759002414e-8,0.231516732895783,0.0313408526581716,0.0260995986668817,0.123036226554597,0.081135843823262,0.0141148406091234,0,5.71666921432939e-5,104041,0,0,13.027027027027,12.0769230769231,5,8,23,17,111,13
116251,cg11932961,chr4,129733571,+,0.0525684493244037,0.0650022085286488,-0.0124337592042451,-0.261497728886865,2.39533023145334e-5,0.0771061942279568,0.0302956305541492,0.0079388010515235,0.0761167072612729,0.0378237208508398,0.0101103140863907,0,0.00445685387416249,254697,0,0,12.3423423423423,13.0769230769231,5,9,19,21,111,13
116590,cg20103938,chr4,140005223,-,0.191335685255036,0.251170077455357,-0.0598343922003201,-0.375386713280723,2.50451376221969e-5,0.35736327888412,0.112776114047996,0.0394308651429261,0.408394030016742,0.154473288567504,0.0665910000889094,0,0.00460123399396111,59394,0,0,9.87387387387387,11.3076923076923,2,8,20,15,108,13
116591,cg13783244,chr4,140005441,+,0.028954726384634,0.0382157929142929,-0.00926106652965892,-0.307707392196143,4.37253367642222e-5,0.121194175199295,0.0177174292353807,0.0106532777603701,0.0562537458946065,0.0295276373640046,0.0073657017007052,0,0.00672527252224588,287028,0,0,12.1531531531532,13.1538461538462,7,10,22,15,111,13
116599,cg07089077,chr4,140021328,+,0.922429337341617,0.882944503003854,0.0394848343377625,0.0624238833502921,1.05827148927786e-4,0.96446044310271,0.744505178155971,0.0285480688358495,0.945302098309945,0.738122613830253,0.056213158425881,0,0.0120612527760274,223854,0,0,9.89189189189189,11.8461538461538,3,7,18,16,105,13
116688,cg24868830,chr4,140374821,+,0.0349716833316758,0.0690226933299506,-0.0340510099982748,-0.81325013209287,5.72325447366861e-12,0.0800764764323217,0.0191146960762909,0.0118187100777339,0.12046820114266,0.0400087323958392,0.025718906979848,0,4.31731357355449e-8,127700,0,0,10.1351351351351,11.1538461538462,2,5,17,16,107,13
116859,cg07089235,chr4,141294546,+,0.0441455897110046,0.0585982214510552,-0.0144526317400505,-0.341327340443346,8.89489858324521e-6,0.0824516675695746,0.0272046660131002,0.00986761423911951,0.0925668205801632,0.0490509541238994,0.0114034254468304,0,0.00226934492227385,237051,0,0,9.76576576576577,9.69230769230769,3,5,21,14,109,13
116883,cg00169305,chr4,141348932,+,0.0846741497204635,0.207422045733966,-0.122747896013502,-1.19945576707413,1.41168467984689e-4,0.632714425703461,0.0285480464702304,0.10963993051347,0.53758975909343,0.0466019142619468,0.185914838279019,0,0.0143804589297518,5718,0,0,11.4504504504505,12.8461538461538,5,7,22,19,111,13
116907,cg07753891,chr4,141445266,-,0.047516234936667,0.0651436880323034,-0.0176274530956364,-0.38568268602608,8.4058234898987e-6,0.0806810066360884,0.0251231250251866,0.0117210115079473,0.0975641578209941,0.0520603652316206,0.0119388615188822,0,0.00219161949187152,213019,0,0,12.3783783783784,12.8461538461538,3,9,23,17,109,13
117004,cg19553056,chr4,142142166,-,0.0506817642556102,0.0845110413995555,-0.0338292771439453,-0.63921985330644,2.89049679957001e-8,0.157178209864506,0.0237474703271818,0.0179655589671149,0.107698735314824,0.0492490161642272,0.0128279932621006,0,3.64678001257777e-5,128586,0,0,10.3603603603604,11.7692307692308,3,6,18,17,106,13
117108,cg06561741,chr4,144258863,-,0.0438489089854004,0.0548062023983613,-0.010957293412961,-0.267214780427445,1.1106202468256e-4,0.063863253472534,0.0257382848746673,0.00774954945780487,0.0917017801034286,0.0433549500972289,0.0121926152054636,0,0.0124345690600719,268728,0,0,11.1081081081081,12,4,5,23,17,110,13
117135,cg16091845,chr4,144434637,-,0.0321918077141763,0.0390998787585079,-0.00690807104433159,-0.21875656076049,8.10124069304917e-5,0.0496832209645403,0.0210911166826164,0.00512201440362291,0.0563053608541098,0.0329411049244256,0.00654844011726895,0,0.0101722678976545,315821,0,0,14.8108108108108,15.4615384615385,6,7,23,23,111,13
117277,cg18427648,chr4,146403869,-,0.0857682628650707,0.107882879583417,-0.0221146167183467,-0.299734669249192,8.12250611375876e-5,0.138255020572708,0.0535169021945227,0.0156907777078803,0.162408526917117,0.0659304130934592,0.0234834569138677,0,0.0101774280406186,184131,0,0,11.3333333333333,12.5384615384615,3,6,23,17,110,13
117318,cg07661849,chr4,146686236,-,0.641059452717278,0.715720507930442,-0.0746610552131644,-0.156624747510954,1.57178594151165e-6,0.750651878537374,0.475632554697683,0.0523537647503746,0.764790058631811,0.653099828099688,0.029366933649146,0,6.78569743686376e-4,109582,0,0,14.5135135135135,14.6923076923077,6,8,27,19,111,13
117346,cg22355463,chr4,146857475,+,0.0872307323599742,0.123947970143658,-0.0367172377836839,-0.462188425472432,2.70892111085819e-7,0.134597759517774,0.0439189525351971,0.0171475407052988,0.200417397407434,0.0655041720816069,0.0343577073080954,0,1.81228026281351e-4,118066,0,0,10.3873873873874,10.1538461538462,3,6,18,13,106,13
117395,cg14444103,chr4,147367017,-,0.945999379934109,0.959065761669124,-0.0130663817350144,-0.0195848890706731,1.36485413671455e-4,0.964386530109624,0.827279125271656,0.0159196998184798,0.965723727798751,0.946658750667216,0.00606371757105217,0,0.0140812908693005,349425,0,0,13.1441441441441,11.0769230769231,5,5,24,16,111,13
117628,cg14992155,chr4,150999905,-,0.0251575276534505,0.0312701017124669,-0.00611257405901635,-0.231263373058468,2.91637002906849e-5,0.0372213494511942,0.015382483527852,0.00440407192395962,0.0444218222786867,0.0262192957138344,0.00474458719637764,0,0.00513994749849579,326906,0,0,10.8648648648649,12.2307692307692,3,8,20,15,109,13
117633,cg14948279,chr4,151000235,-,0.0347662612575019,0.0423567184596988,-0.00759045720219685,-0.22596284316456,1.00421153976122e-4,0.0524891992678006,0.0228231730487479,0.00595772723923299,0.0551627831391513,0.0355656825936037,0.00544109878092016,0,0.0116456044864482,306790,0,0,13.6396396396396,13.8461538461538,6,11,24,17,111,13
117851,cg25618513,chr4,153456716,-,0.0298346679706116,0.0415118747380697,-0.0116772067674581,-0.370880497040828,1.3857529467539e-4,0.088637680952345,0.0155351318075358,0.0113597367889551,0.0562539435964495,0.0323826010669541,0.00710785829907463,0,0.0142157097725859,261789,0,0,12.4324324324324,13.7692307692308,5,7,23,19,111,13
118286,cg00954382,chr4,156128904,+,0.0843083754780761,0.161208768738233,-0.0769003932601568,-0.860298786923368,4.50430335422749e-5,0.678448082998632,0.0216125967368724,0.0786705319224974,0.512672467897448,0.0771200522461549,0.112505077564943,0,0.00688339864668474,34635,0,0,12.954954954955,13.6153846153846,5,7,20,18,111,13
118340,cg22643435,chr4,156588740,-,0.0599941339029167,0.105200827050109,-0.0452066931471921,-0.718845151958925,9.26470243622395e-5,0.527560553465788,0.0322761565097136,0.0532884344366785,0.346918259858303,0.0570998450205021,0.081454876852455,0,0.0110739433476579,91834,0,0,10.4774774774775,11.6923076923077,4,5,21,22,106,13
118376,cg04016744,chr4,156874766,+,0.0347076801865026,0.0498327543155727,-0.01512507412907,-0.420412788359431,1.27733621831675e-4,0.0680354674731394,0.0233515515355267,0.00718385630417354,0.166939985822658,0.0333106121471661,0.0356749384245872,0,0.0135289913375888,231720,0,0,11.7477477477477,11.5384615384615,3,6,20,18,109,13
118502,cg10364087,chr4,159164697,-,0.930556443994414,0.88965777672871,0.0408986672657035,0.0641382092207925,1.2583131492517e-4,0.959916193692415,0.786748741775259,0.0233591825620879,0.939533418323438,0.672994513407655,0.0773238459419816,0,0.0134224738897898,220520,0,0,11.5675675675676,12.4615384615385,3,5,24,21,108,13
118751,cg26125787,chr4,164415830,-,0.0436124310577607,0.0577564291639825,-0.0141439981062218,-0.337790289461267,4.07734175393796e-5,0.0809906180329543,0.0224578688236953,0.0105161900071434,0.078053884983264,0.0372909534940681,0.00979748781529777,0,0.00644239970104897,239599,0,0,10.3153153153153,11.3076923076923,4,7,20,19,107,13
119113,cg14202946,chr4,169931448,+,0.0567087409013509,0.0795181410258927,-0.0228094001245419,-0.424304265652061,1.42616532605784e-6,0.106591528285532,0.0350914177979332,0.0131639801085908,0.142871543082356,0.063336452127778,0.0237692157163501,0,6.35760005538546e-4,180068,0,0,10.2882882882883,11.4615384615385,4,8,18,15,110,13
119226,cg14879690,chr4,170912660,-,0.942284593731967,0.913954134409616,0.028330459322351,0.0435715554138655,4.94824417306751e-5,0.96113896421814,0.892649845718307,0.0157345581492661,0.952289096997898,0.793417708484418,0.047100427853209,0,0.00733217222924722,267143,0,0,12.3693693693694,14.5384615384615,5,7,22,21,111,13
119715,cg25263167,chr4,177241220,-,0.0283693355752741,0.040382926032168,-0.0120135904568939,-0.392981127623773,2.01386723295347e-9,0.060771620599686,0.0193936235815601,0.00582528084939351,0.0621280376108494,0.0315883072542422,0.00774743010986004,0,5.02440959846775e-6,258582,0,0,12.0630630630631,13,5,8,21,17,111,13
119799,cg04988918,chr4,178366394,-,0.771544950703663,0.846917608923622,-0.0753726582199591,-0.132827646004394,5.79758035391277e-5,0.889939518131939,0.399763855558829,0.0750608181565434,0.898345032733908,0.769416968630524,0.0383509502880647,0,0.00813314613562977,129472,0,0,13.3153153153153,12.9230769230769,5,7,22,23,111,13
119862,cg21181756,chr4,182287027,+,0.943232253929773,0.958931642906175,-0.0156993889764021,-0.0235671207010497,7.37867546516837e-5,0.967923601806736,0.887153516363604,0.0150991609590503,0.966436653494255,0.943231078371236,0.00615671090836706,0,0.00956111193460488,332927,0,0,11.3963963963964,10.1538461538462,4,3,18,17,108,12
120146,cg01219382,chr4,184328462,-,0.0580565558155702,0.108251745268127,-0.0501951894525567,-0.797055429530113,6.07106629129653e-10,0.125665663733031,0.0286266346122104,0.0218470670900606,0.17089627349738,0.0757686889042531,0.0294851241429596,0,2.00113866692781e-6,79245,0,0,9.43243243243243,10.4615384615385,2,5,19,17,102,13
120157,cg20686432,chr4,184365613,+,0.036637051211869,0.045341017911958,-0.00870396670008906,-0.246872608262454,3.41908316300682e-5,0.0774520377529739,0.0258140370196568,0.00680436062925155,0.0619837961186225,0.0386875811358244,0.00685168070354712,0,0.00570156106567317,293278,0,0,11.4234234234234,10.0769230769231,3,4,21,18,110,12
120176,cg10348863,chr4,184425226,-,0.0625930825100675,0.0789338909035958,-0.0163408083935283,-0.292901227210864,3.19312929809621e-6,0.0965129727330309,0.0416954327703366,0.00987607158583922,0.101682098123379,0.0633664439999305,0.0112040392428631,0,0.00112039389446441,222373,0,0,13.045045045045,14.3846153846154,3,8,21,19,109,13
120302,cg27457427,chr4,184930940,+,0.942366773254807,0.954466920032241,-0.0121001467774339,-0.0182144686759171,7.09424220395505e-5,0.961367668379527,0.899909262649549,0.0112095416679655,0.9630100094655,0.935318921346601,0.00733500159884138,0,0.00931550946780347,355358,0,0,11.963963963964,11.3076923076923,4,2,21,15,108,12
120343,cg05130129,chr4,185122266,-,0.897786929689604,0.920951913200695,-0.0231649835110906,-0.0363529331431693,1.00486995669775e-4,0.940682892707823,0.725428760414006,0.0249620224164561,0.955824838836614,0.901074346937319,0.013116827574249,0,0.0116502481464866,287948,0,0,13.576576576576601,16.5384615384615,5,13,26,20,111,13
120397,cg09308829,chr4,185395852,-,0.0458429152811949,0.058701398755578,-0.0128584834743831,-0.298965213055769,4.33221031079351e-6,0.0702946595582803,0.0309966889992511,0.00699135786858609,0.089937005087895,0.0410167534028204,0.0134127001471533,0,0.00138212163832377,250860,0,0,13.3513513513514,14,5,9,25,27,111,13
120435,cg00444120,chr4,185570857,+,0.0415513102059437,0.056197682548545,-0.0146463723426013,-0.360771617007055,1.72236141419416e-5,0.0693181056957918,0.0202712597898884,0.0105579041898415,0.0748999273870653,0.0444214194474732,0.00975082114825882,0,0.00355600176236147,235502,0,0,10.7297297297297,11.1538461538462,2,6,18,18,109,13
120442,cg19709928,chr4,185595799,-,0.85440830730727,0.924326750198064,-0.0699184428907942,-0.11221423640888,4.75352224014244e-6,0.945939879381777,0.707679179967734,0.0562091294932398,0.950068695250279,0.909609448712102,0.0105964345025662,0,0.00146958676925697,150362,0,0,12.0810810810811,13.5384615384615,4,5,21,23,109,13
120686,cg08967837,chr4,186392746,-,0.0253180818553291,0.0363811647859994,-0.0110630829306703,-0.393132059787279,2.03568009977485e-8,0.0466552090150932,0.0161169698986473,0.00556452593520298,0.0535350977198984,0.0279152412002684,0.00732296107961342,0,2.81984155857707e-5,267715,0,0,11.4774774774775,13,3,3,18,21,110,12
120687,cg22385477,chr4,186392754,-,0.0308329716564682,0.0500182895388531,-0.0191853178823849,-0.555667639337119,1.46542382680684e-7,0.0807051460888178,0.0151379556974248,0.0115413785269503,0.0739087352517413,0.0416951892367782,0.00823158058774874,0,1.13509029043738e-4,202295,0,0,8.64864864864865,8.69230769230769,2,5,16,15,102,13
120738,cg10411272,chr4,186559707,-,0.708446359835635,0.530814444817261,0.177631915018374,0.409746761544219,8.71471562618868e-5,0.940578183012016,0.337057619334328,0.140010824905469,0.791895971067468,0.168454492791726,0.174012971155058,0,0.0106364206626013,21436,0,0,12.3963963963964,13.9230769230769,4,7,21,22,110,13
120853,cg08055910,chr4,187065940,-,0.0744643833352205,0.110499071055056,-0.0360346877198352,-0.512607000740163,7.1112870766466e-6,0.162320586710352,0.0384762762982856,0.0243048076144951,0.163054298500049,0.0634799938628034,0.0267837304347127,0,0.00194624290636237,120489,0,0,10.7747747747748,11.6923076923077,3,8,19,14,107,13
120854,cg13136036,chr4,187065944,-,0.0435086738676158,0.0583121658621018,-0.014803491994486,-0.352369759747278,6.79892319021761e-8,0.0689209300713926,0.0287264193689416,0.00760170226980375,0.0835272027925607,0.0428010823474082,0.00961638087785817,0,6.6744437747654e-5,234279,0,0,9.3963963963964,11.3076923076923,3,7,17,14,108,13
120978,cg10896676,chr4,187517794,+,0.955131948911712,0.930187991320465,0.0249439575912475,0.0377769416288013,2.5285406071093e-6,0.977389674886238,0.918198433842141,0.0123671468971251,0.959375014313492,0.86579024109476,0.0310832214822218,0,9.42106691647859e-4,283492,0,0,9.92792792792793,12.8461538461538,3,8,18,20,109,13
121086,cg07777349,chr4,187648252,+,0.0508952246132724,0.0749173840927535,-0.0240221594794812,-0.479730832424462,5.65601046932645e-5,0.14319616713661,0.0254074929103528,0.0205011391386045,0.108193335208568,0.0476336081788227,0.0172510780673921,0,0.00798664757885396,173374,0,0,16.3693693693694,17.1538461538462,6,10,29,29,111,13
121499,cg21540266,chr4,190936644,+,0.491264153409333,0.561293344963727,-0.0700291915543936,-0.18866065670526,6.52233305298128e-5,0.610453155201383,0.282748099610901,0.0569400818308603,0.63852702227753,0.477342348779072,0.0485451806489504,0,0.00882896317565702,88013,0,0,10.2612612612613,11.9230769230769,2,8,19,16,108,13
121528,cg07461370,chr5,49397,-,0.881525416066759,0.932265734208952,-0.0507403181421928,-0.0798580530726172,2.10836691446376e-5,0.946819174868682,0.554023731107405,0.0558065820446888,0.956279922261833,0.899767178430824,0.0146340612071151,0,0.00410207718440206,193030,0,0,13.0810810810811,10.9230769230769,5,6,26,18,111,13
121697,cg06606511,chr5,261389,+,0.63969439006427,0.711584554704133,-0.071890164639863,-0.151407210523578,2.41471692429979e-5,0.844418769146048,0.47459160371674,0.056048928715649,0.782315299141452,0.547111291984722,0.0561167790829882,0,0.00447448928699815,113669,0,0,10.2072072072072,12.9230769230769,2,9,21,17,106,13
